"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Apr 13 12:45:41 PDT 2024","Sat Apr 13 12:45:51 PDT 2024","10028","chromium","cognizant.spec.js","","","","cognizant test",""
